OBJECTID,Join_Count,TARGET_FID,JOIN_FID,Station_ID,State,Network,Station_Na,Latitude,Longitude,Elevation,HUC2__2_di,HUC2_Name,HUC4__4_di,HUC4_Name,HUC6__6_di,HUC6_Name,HUC8__8_di,HUC8_Name,HUC10__10_,HUC10_Name,HUC12__12_,HUC12_Name,Report_Tim,Start_Date,End_Date,AREA,PERIMETER,OBJECTID_1,LEVEL2,LEVEL1,LEVEL3,Shape_Leng,OID_,NAME,Area_2,Hectares,PLY_HITS,SumPaAr,PctEcoRgn,NAME_L1,NAME_L2,Label
437,1,437,22,589,CO,SNOTEL,Lone Cone,37.891829999999999,-108.195440000000005,9600,14,Upper Colorado Region,1403,Upper Colorado-Dolores,140300,Upper Colorado-Dolores,14030003,San Miguel,1403000303,Beaver-Mckenzie Creeks-San Miguel River,140300000000.000000000000000,Headwaters Beaver Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,437,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
438,1,438,34,590,MT,SNOTEL,Lone Mountain,45.274120000000003,-111.426919999999996,8880,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020008,Gallatin,1002000802,West Fork Gallatin River,100200000000.000000000000000,South Fork West Fork Gallatin River,-8,10/1/1988 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,438,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
439,1,439,1,591,WA,SNOTEL,Lone Pine,46.271430000000002,-121.962879999999998,3930,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080002,Lewis,1708000202,Muddy River,170800000000.000000000000000,Upper Clear Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,439,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
440,1,440,10,1261,UT,SNOTEL,Lonesome Beaver,38.070000000000000,-110.772409999999994,9410,14,Upper Colorado Region,1407,Upper Colorado-Dirty Devil,140700,Upper Colorado-Dirty Devil,14070001,Upper Lake Powell,1407000103,North Wash,140700000000.000000000000000,Headwaters North Wash,-8,10/16/2014 0:00:00,1/1/2100 0:00:00,343446592.000000000000000,104522.169999999998254,440,6.200000000000000,6,6.2.13,104522.153682000003755,70,Wasatch and Uinta Mountains,343446594.615999996662140,34345,8,301264958.120000004768372,87,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
441,1,441,22,1123,CO,SNOTEL,Long Draw Resv,40.512300000000003,-105.765600000000006,9980,10,Missouri Region,1019,South Platte,101900,South Platte,10190007,Cache La Poudre,1019000702,Headwaters Cache La Poudre River,101900000000.000000000000000,La Poudre Pass Creek,-8,10/16/2008 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,441,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
442,1,442,4,592,UT,SNOTEL,Long Flat,37.512549999999997,-113.396609999999995,7982,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030006,Escalante Desert,1603000614,Escalante Valley-Pinto Creek,160300000000.000000000000000,Pinto Creek,-8,9/9/1979 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,442,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
443,0,443,-1,1001,AK,SNOTEL,Long Lake,58.186000000000000,-133.832169999999991,850,19,Alaska Region,1901,Southeast Alaska,190102,Central Southeast Alaska,19010206,Holkham Bay,1901020605,Dawes Glacier,190102000000.000000000000000,190102060505-Dawes Glacier,-9,10/1/1966 0:00:00,1/1/2100 0:00:00,,,443,,,,,,,,,,,,,,
444,1,444,44,1016,ID,SNOTEL,Long Valley,44.788350000000001,-116.088780000000000,4890,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050123,North Fork Payette,1705012302,Lake Fork Creek-North Fork Payette River,170501000000.000000000000000,Lake Fork Creek,-8,10/1/2001 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,444,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
445,1,445,9,593,UT,SNOTEL,Long Valley Jct,37.487560000000002,-112.514579999999995,7465,15,Lower Colorado Region,1501,Lower Colorado-Lake Mead,150100,Lower Colorado-Lake Mead,15010008,Upper Virgin,1501000802,East Fork Virgin River,150100000000.000000000000000,Headwaters East Fork Virgin River,-8,6/11/1986 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,445,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
446,1,446,45,594,ID,SNOTEL,Lookout,47.457490000000000,-115.704570000000004,5190,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170103,Spokane,17010302,South Fork Coeur d'Alene,1701030201,Upper South Fork Coeur d'Alene River,170103000000.000000000000000,Little North Fork South Fork Coeur d'Alene River-South Fork Coeur d'Alene River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,446,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
447,1,447,14,595,NM,SNOTEL,Lookout Mountain,33.360270000000000,-107.831220000000002,8500,15,Lower Colorado Region,1504,Upper Gila,150400,Upper Gila,15040001,Upper Gila,1504000104,Headwaters East Fork Gila River,150400000000.000000000000000,Taylor Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,447,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
448,1,448,9,596,UT,SNOTEL,Lookout Peak,40.837310000000002,-111.709649999999996,8161,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020403,Mill Creek-Jordan River,160202000000.000000000000000,Parleys Creek,-8,6/23/1988 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,448,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
449,1,449,34,597,WY,SNOTEL,Loomis Park,43.173870000000001,-110.140069999999994,8240,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040101,Upper Green,1404010102,Tosi Creek-Green River,140401000000.000000000000000,Tosi Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,449,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
450,1,450,9,1118,UT,SNOTEL,Lost Creek Resv,41.221550000000001,-111.359470000000002,6082,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020101,Upper Weber,1602010106,Lost Creek,160201000000.000000000000000,Upper Lost Creek,-8,10/1/2010 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,450,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
451,1,451,22,940,CO,SNOTEL,Lost Dog,40.815880000000000,-106.748350000000002,9320,14,Upper Colorado Region,1405,White-Yampa,140500,White-Yampa,14050001,Upper Yampa,1405000102,Headwaters Elk River,140500000000.000000000000000,Outlet North Fork Elk Creek,-8,8/1/1998 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,451,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
452,1,452,47,599,WA,SNOTEL,Lost Horse,46.357500000000002,-121.080950000000001,5120,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030003,Lower Yakima,1703000303,Simcoe Creek,170300000000.000000000000000,Upper Simcoe Creek,-8,10/1/1989 0:00:00,1/1/2100 0:00:00,56100000000.000000000000000,2794705.000000000000000,452,6.200000000000000,6,6.2.8,2794705.023320000153035,65,Eastern Cascade Slopes and Foothills,56075800204.199996948242188,5607580,2447,30919379421.000000000000000,55,Northwestern Forested Mountains,Western Cordillera,6.2.8: Eastern Cascade Slopes and Foothills
453,1,453,45,600,ID,SNOTEL,Lost Lake,47.080900000000000,-115.960400000000007,6110,17,Pacific Northwest Region,1706,Lower Snake,170603,Clearwater,17060308,Lower North Fork Clearwater,1706030801,Upper Little North Fork Clearwater River,170603000000.000000000000000,Lost Lake-Little North Fork Clearwater River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,453,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
454,1,454,44,601,ID,SNOTEL,Lost-Wood Divide,43.824320000000000,-114.264020000000002,7900,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040219,Big Wood,1704021903,Trail Creek-Big Wood River,170402000000.000000000000000,Trail Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,454,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
455,1,455,9,972,UT,SNOTEL,Louis Meadow,40.830329999999996,-111.764570000000006,6700,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020403,Mill Creek-Jordan River,160202000000.000000000000000,City Creek,-8,10/1/1999 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,455,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
456,1,456,22,602,CO,SNOTEL,Loveland Basin,39.674329999999998,-105.901330000000002,11400,10,Missouri Region,1019,South Platte,101900,South Platte,10190004,Clear,1019000401,Upper Clear Creek,101900000000.000000000000000,Headwaters Clear Creek,-8,10/1/1991 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,456,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
457,0,457,-1,1265,AK,SNOTEL,Lower Kachemak Creek,59.735070000000000,-150.693270000000012,1915,19,Alaska Region,1902,South Central Alaska,190203,Kenai Peninsula,19020301,Lower Kenai Peninsula,1902030111,Quiet Creek-Frontal Kachemak Bay,190203000000.000000000000000,Bradley Lake,-9,6/19/2015 0:00:00,1/1/2100 0:00:00,,,457,,,,,,,,,,,,,,
458,1,458,34,603,MT,SNOTEL,Lower Twin,45.508710000000001,-111.922880000000006,7900,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020007,Madison,1002000711,Meadow Creek,100200000000.000000000000000,Upper North Meadow Creek,-8,10/1/1976 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,458,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
459,1,459,34,604,MT,SNOTEL,Lubrecht Flume,46.882930000000002,-113.322280000000006,4680,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010203,Blackfoot,1701020312,Placid Creek,170102000000.000000000000000,Placid Lake,-8,10/1/1970 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,459,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
460,1,460,46,605,OR,SNOTEL,Lucky Strike,45.274780000000000,-118.847899999999996,4970,17,Pacific Northwest Region,1707,Middle Columbia,170701,Middle Columbia,17070103,Umatilla,1707010306,Birch Creek,170701000000.000000000000000,West Birch Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,70800000000.000000000000000,2071008.000000000000000,460,6.200000000000000,6,6.2.9,2071007.989820000017062,66,Blue Mountains,70756821948.899993896484375,7075682,3716,37742788243.099998474121094,53,Northwestern Forested Mountains,Western Cordillera,6.2.9: Blue Mountains
461,1,461,6,606,WA,SNOTEL,Lyman Lake,48.197980000000001,-120.916780000000003,5980,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020009,Lake Chelan,1702000902,Upper Lake Chelan,170200000000.000000000000000,Upper Railroad Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,35200000000.000000000000000,1359260.300000000046566,461,6.200000000000000,6,6.2.5,1359260.416519999969751,62,North Cascades,35158274664.599998474121094,3515827,2605,26082491781.299999237060547,74,Northwestern Forested Mountains,Western Cordillera,6.2.5: North Cascades
462,1,462,1,1069,WA,SNOTEL,Lynn Lake,47.201720000000002,-121.779719999999998,3900,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110013,Duwamish,1711001302,Middle Green River,171100000000.000000000000000,Howard Hansen Dam-Green River,-8,8/30/2007 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,462,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
463,1,463,22,607,CO,SNOTEL,Lynx Pass,40.078060000000001,-106.670280000000005,8880,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010001,Colorado Headwaters,1401000110,Rock Creek,140100000000.000000000000000,Headwaters Rock Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,463,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
464,1,464,46,608,OR,SNOTEL,Madison Butte,45.105130000000003,-119.495850000000004,5150,17,Pacific Northwest Region,1707,Middle Columbia,170702,John Day,17070204,Lower John Day,1707020411,Upper Rock Creek,170702000000.000000000000000,Chapin Creek-Rock Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,70800000000.000000000000000,2071008.000000000000000,464,6.200000000000000,6,6.2.9,2071007.989820000017062,66,Blue Mountains,70756821948.899993896484375,7075682,3716,37742788243.099998474121094,53,Northwestern Forested Mountains,Western Cordillera,6.2.9: Blue Mountains
465,1,465,34,609,MT,SNOTEL,Madison Plateau,44.586230000000000,-111.116270000000000,7750,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020007,Madison,1002000702,Headwaters Madison River,100200000000.000000000000000,Middle South Fork Madison River,-8,10/1/1967 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,465,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
466,1,466,5,610,ID,SNOTEL,Magic Mountain,42.180720000000001,-114.286619999999999,6880,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040212,Upper Snake-Rock,1704021206,Rock Creek,170402000000.000000000000000,Headwaters Rock Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,466,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
467,1,467,9,612,UT,SNOTEL,Mammoth-Cottonwood,39.683380000000000,-111.318179999999998,8709,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030004,San Pitch,1603000402,Upper San Pitch River,160300000000.000000000000000,Cottonwood Canyon-San Pitch River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,467,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
468,1,468,22,905,CO,SNOTEL,Mancos,37.430869999999999,-108.169539999999998,10000,14,Upper Colorado Region,1408,San Juan,140801,Upper San Juan,14080107,Mancos,1408010701,Upper Mancos River,140801000000.000000000000000,West Mancos River,-8,8/30/1994 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,468,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
469,1,469,43,613,MT,SNOTEL,Many Glacier,48.796979999999998,-113.670500000000004,4900,9,Souris-Red-Rainy Region,904,Saskatchewan River,90400,Upper South Saskatchewan River,9040001,St. Marys,904000102,Swiftcurrent Creek,90400010201.000000000000000,Swiftcurrent Lake,-8,10/1/1976 0:00:00,1/1/2100 0:00:00,105000000000.000000000000000,3552727.000000000000000,469,6.200000000000000,6,6.2.4,3552726.910310000181198,61,Canadian Rockies,104576356933.000000000000000,10457636,373,52702792361.099998474121094,50,Northwestern Forested Mountains,Western Cordillera,6.2.4: Canadian Rockies
470,1,470,1,614,OR,SNOTEL,Marion Forks,44.593969999999999,-121.973650000000006,2590,17,Pacific Northwest Region,1709,Willamette,170900,Willamette,17090005,North Santiam,1709000502,Headwaters North Santiam River,170900000000.000000000000000,Minto Creek-North Santiam River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,470,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
471,1,471,48,615,NV,SNOTEL,Marlette Lake,39.163950000000000,-119.896720000000002,7884,16,Great Basin Region,1605,Central Lahontan,160501,Truckee,16050101,Lake Tahoe,1605010102,Marlette Lake-Frontal Lake Tahoe,160501000000.000000000000000,Sand Harbor-Frontal Lake Tahoe,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,52700000000.000000000000000,1730982.600000000093132,471,6.200000000000000,6,6.2.12,1730982.647110000019893,69,Sierra Nevada,52698350170.699996948242188,5269835,1963,38606587058.199996948242188,73,Northwestern Forested Mountains,Western Cordillera,6.2.12: Sierra Nevada
472,1,472,34,616,WY,SNOTEL,Marquette,44.301600000000001,-109.240189999999998,8760,10,Missouri Region,1008,Big Horn,100800,Big Horn,10080013,South Fork Shoshone,1008001303,Lower South Fork Shoshone River,100800000000.000000000000000,Carter Creek-South Fork Shoshone River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,472,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
473,1,473,6,999,WA,SNOTEL,Marten Ridge,48.762920000000001,-121.698229999999995,3520,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110005,Upper Skagit,1711000510,Baker River,171100000000.000000000000000,Swift Creek,-8,7/1/2006 0:00:00,1/1/2100 0:00:00,35200000000.000000000000000,1359260.300000000046566,473,6.200000000000000,6,6.2.5,1359260.416519999969751,62,North Cascades,35158274664.599998474121094,3515827,2605,26082491781.299999237060547,74,Northwestern Forested Mountains,Western Cordillera,6.2.5: North Cascades
474,1,474,14,617,AZ,SNOTEL,Maverick Fork,33.921210000000002,-109.458810000000000,9200,15,Lower Colorado Region,1506,Salt,150601,Salt,15060101,Black,1506010101,Upper Black River,150601000000.000000000000000,Upper West Fork Black River,-8,10/1/1953 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,474,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
475,0,475,-1,1096,AK,SNOTEL,May Creek,61.347830000000002,-142.709669999999988,1610,19,Alaska Region,1902,South Central Alaska,190201,Copper River,19020103,Chitina River,1902010316,Young Creek,190201000000.000000000000000,Lower Young Creek,-9,10/1/2006 0:00:00,1/1/2100 0:00:00,,,475,,,,,,,,,,,,,,
476,1,476,22,618,CO,SNOTEL,Mc Clure Pass,39.128970000000002,-107.288060000000002,9500,14,Upper Colorado Region,1402,Gunnison,140200,Gunnison,14020004,North Fork Gunnison,1402000402,East Muddy Creek,140200000000.000000000000000,Lee Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,476,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
477,1,477,22,1040,CO,SNOTEL,Mccoy Park,39.604680000000002,-106.541280000000000,9480,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010003,Eagle,1401000303,Middle Eagle River,140100000000.000000000000000,June Creek-Eagle River,-8,10/1/2002 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,477,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
478,0,478,-1,785,AK,SNOTEL,McGrath,62.946520000000000,-155.610199999999992,340,19,Alaska Region,1903,Southwest Alaska,190304,Upper Kuskokwim River,19030405,Stony River,1903040505,Carl Creek-Kuskokwim River,190304000000.000000000000000,Town of McGrath-Kuskokwim River,-9,8/13/2019 0:00:00,1/1/2100 0:00:00,,,478,,,,,,,,,,,,,,
479,1,479,1,619,OR,SNOTEL,Mckenzie,44.210299999999997,-121.872919999999993,4770,17,Pacific Northwest Region,1709,Willamette,170900,Willamette,17090004,Mckenzie,1709000402,Headwaters McKenzie River,170900000000.000000000000000,White Branch,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,479,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
480,1,480,14,1048,NM,SNOTEL,Mcknight Cabin,33.008119999999998,-107.869749999999996,9240,13,Rio Grande Region,1303,Rio Grande-Mimbres,130302,Mimbres,13030202,Mimbres,1303020201,Gallinas Canyon-Mimbres River,130302000000.000000000000000,Sheppard Canyon-Mimbres River,-8,9/25/2003 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,480,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
481,0,481,-1,1003,AK,SNOTEL,Mcneil Canyon,59.744329999999998,-151.251329999999996,1320,19,Alaska Region,1902,South Central Alaska,190203,Kenai Peninsula,19020301,Lower Kenai Peninsula,1902030108,Stariski Creek-Frontal Cook Inlet,190203000000.000000000000000,Swift Creek-Frontal Kachemak Bay,-9,10/1/1985 0:00:00,1/1/2100 0:00:00,,,481,,,,,,,,,,,,,,
482,0,482,-1,1191,AK,SNOTEL,Mcneil River SGS,59.083320000000001,-154.275430000000000,140,19,Alaska Region,1902,South Central Alaska,190206,Western Cook Inlet,19020602,Tuxedni-Kamishak Bays,1902060212,Amakdedori Creek-Frontal Kamishak Bay,190206000000.000000000000000,Mikfik Creek-Frontal Kamishak Bay,-9,6/27/2012 0:00:00,1/1/2100 0:00:00,,,482,,,,,,,,,,,,,,
483,1,483,34,620,ID,SNOTEL,Meadow Lake,44.436549999999997,-113.318150000000003,9150,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060204,Lemhi,1706020401,Texas Creek,170602000000.000000000000000,Upper Texas Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,483,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
484,1,484,1,897,WA,SNOTEL,Meadows Pass,47.283119999999997,-121.471969999999999,3230,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110012,Lake Washington,1711001201,Cedar River,171100000000.000000000000000,Headwaters Cedar River,-8,10/1/1993 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,484,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
485,1,485,22,1196,WY,SNOTEL,Med Bow,41.378329999999998,-106.346810000000005,10500,10,Missouri Region,1018,North Platte,101800,North Platte,10180004,Medicine Bow,1018000403,Lower Rock Creek,101800000000.000000000000000,Spring Creek,-8,8/15/2012 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,485,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
